Name,Team,ShortName,W,L,ERA,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,playerid,.,date
"<a href=""statss.aspx?playerid=17285&position=P"">Justus Sheffield</a>",SEA,Mariners,1,1,4.23243,1,20,0,1,,26.0,111,25,13,12,2,21,11,1,1,1.38477,7.41095,3.78306,1.95898,0.873746,0.189643,0.0968069,0.0928360596299171,,0.24896,0.293686,0.701074,4.13222,0.111426,0.0756159,0.0,750.5599975585938,11,AL,Justus Sheffield,17285,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=24584&position=P"">Jonathan Stiever</a>",CHW,White Sox,1,2,4.82304,3,14,0,1,,24.0,104,25,14,13,4,21,7,0,1,1.2912,7.59467,2.45705,3.09097,1.60657,0.19694,0.0637146,0.1332252621650695,,0.256646,0.285127,0.685102,4.6978,0.109992,-0.0484411,1.0,999.0,4,AL,Jonathan Stiever,24584,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=21025&position=P"">Oliver Ortega</a>",MIN,Twins,1,1,4.10032,0,16,0,1,,18.0,78,16,9,8,2,18,8,0,1,1.35533,8.79445,4.07545,2.15791,0.85985,0.225875,0.104673,0.1212020218372345,,0.235942,0.293185,0.705536,3.90317,0.107676,0.0148422,0.0,999.0,8,AL,Oliver Ortega,21025,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=21453&position=P"">Konnor Pilkington</a>",CLE,Guardians,1,1,4.54281,2,10,0,1,,19.0,83,18,10,10,2,17,8,0,1,1.4031,7.98618,3.9519,2.02084,1.14263,0.202917,0.100412,0.1025050580501556,,0.247801,0.291053,0.699518,4.43646,0.106208,0.0692248,1.0,749.3300170898438,5,AL,Konnor Pilkington,21453,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=23221&position=P"">Michael Grove</a>",LAD,Dodgers,3,3,5.13828,7,22,0,1,,50.0,219,51,31,29,9,46,19,1,2,1.39451,8.37446,3.35574,2.49556,1.66318,0.212503,0.0851524,0.1273503974080085,,0.257657,0.293646,0.684778,4.89453,0.103967,-0.221728,2.0,652.9600219726562,22,NL,Michael Grove,23221,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=18806&position=P"">Drew Steckenrider</a>",OAK,Athletics,1,1,4.57994,0,33,0,6,,34.0,144,33,18,17,4,26,11,1,2,1.30906,7.0505,2.83731,2.48492,1.17803,0.183049,0.0736637,0.1093849092721939,,0.253642,0.287268,0.673462,4.33193,0.103927,-0.0764338,0.0,750.4400024414062,10,AL,Drew Steckenrider,18806,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20539&position=P"">Edwin Uceta</a>",NYM,Mets,0,0,3.8826,0,9,0,1,,11.0,47,9,5,5,1,12,4,0,1,1.2444,9.75981,3.51347,2.77783,1.06993,0.255475,0.0919691,0.1635055392980575,,0.224517,0.282692,0.719871,3.81193,0.103734,0.0616312,0.0,999.0,25,NL,Edwin Uceta,20539,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=11426&position=P"">Drew Pomeranz</a>",SDP,Padres,1,1,4.15083,0,33,1,4,,32.0,138,28,16,15,4,35,16,1,1,1.36259,9.88247,4.46975,2.21097,1.1231,0.253296,0.114564,0.1387326046824455,,0.228257,0.288287,0.725605,4.16247,0.102573,0.0263748,0.0,749.739990234375,29,NL,Drew Pomeranz,11426,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=14552&position=P"">José Ruiz</a>",CHW,White Sox,2,2,4.47997,0,54,0,9,,54.0,235,50,29,27,8,53,23,1,3,1.33285,8.77871,3.73934,2.34766,1.24572,0.226011,0.0962708,0.1297405213117599,,0.23814,0.284456,0.697605,4.3516,0.100165,-0.164319,0.0,999.0,4,AL,José Ruiz,14552,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa3014433&position=P"">Connor Phillips</a>",CIN,Reds,1,1,5.0771,2,2,0,0,,12.0,52,12,7,7,2,11,6,0,1,1.47739,8.64351,4.20976,2.05321,1.28706,0.215583,0.104998,0.1105846315622329,,0.25684,0.306489,0.681806,4.62222,0.0996962,0.0305591,1.0,999.0,18,NL,Connor Phillips,sa3014433,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=8410&position=P"">Deolis Guerra</a>",OAK,Athletics,1,1,4.23033,0,20,0,1,,21.0,89,19,11,10,3,19,7,0,1,1.2219,8.14378,2.86567,2.84184,1.23679,0.215335,0.0757731,0.139562040567398,,0.235704,0.274491,0.69261,4.19602,0.0996091,-0.0349376,0.0,999.0,10,AL,Deolis Guerra,8410,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa3010116&position=P"">Blair Calvo</a>",COL,Rockies,1,0,4.37843,0,14,0,0,,15.0,64,15,8,7,2,13,5,0,1,1.35324,8.26708,2.99289,2.76224,0.979282,0.212022,0.0767574,0.1352647840976715,,0.258825,0.312696,0.686566,3.85629,0.0968889,-0.0398364,0.0,999.0,19,NL,Blair Calvo,sa3010116,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=17464&position=P"">Jonathan Hernández</a>",TEX,Rangers,2,2,4.3301,0,54,5,11,,55.0,239,51,29,26,6,52,24,1,3,1.37299,8.55942,3.94344,2.17055,1.0419,0.218942,0.10087,0.1180727481842041,,0.242664,0.294041,0.704275,4.18974,0.096799,-0.111391,0.0,592.030029296875,13,AL,Jonathan Hernández,17464,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19848&position=P"">Darwinzon Hernández</a>",BAL,Orioles,1,0,3.75977,0,14,0,1,,14.0,62,11,6,6,1,18,9,0,1,1.43413,11.2062,5.892,1.90194,0.643966,0.281717,0.148121,0.1335961371660232,,0.211822,0.299567,0.739103,3.77235,0.0955082,0.116851,0.0,999.0,2,AL,Darwinzon Hernández,19848,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16610&position=P"">J.P. Feyereisen</a>",LAD,Dodgers,1,0,3.9162,0,15,0,1,,15.0,63,12,7,6,2,15,6,0,1,1.2265,8.94891,3.71587,2.40829,1.12841,0.235859,0.0979361,0.1379227638244629,,0.216634,0.261088,0.720402,4.13363,0.0946187,0.0648613,0.0,750.6400146484375,22,NL,J.P. Feyereisen,16610,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16507&position=P"">Dan Altavilla</a>",BOS,Red Sox,1,1,4.56103,0,25,0,1,,24.0,104,22,13,12,3,26,11,0,1,1.38607,9.65431,4.18537,2.30668,1.17182,0.244882,0.106162,0.138720154762268,,0.238762,0.297907,0.696196,4.2286,0.0926004,-0.0846211,0.0,999.0,3,AL,Dan Altavilla,16507,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=18864&position=P"">Pedro Avila</a>",SDP,Padres,0,0,4.00382,0,10,0,1,,12.0,52,11,6,5,1,13,5,0,1,1.32234,9.68298,3.8811,2.4949,0.897053,0.249293,0.099921,0.149372398853302,,0.233051,0.298869,0.712111,3.73266,0.0922582,0.0098969,0.0,999.0,29,NL,Pedro Avila,18864,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16440&position=P"">James Norwood</a>",NYY,Yankees,1,0,4.21739,0,13,0,1,,13.0,58,12,7,6,1,15,6,0,1,1.3479,10.1642,4.05927,2.50396,1.00581,0.260001,0.103836,0.1561650931835174,,0.23331,0.30162,0.704767,3.8053,0.0917477,-0.041486,0.0,999.0,9,AL,James Norwood,16440,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=17425&position=P"">Erick Fedde</a>",,,1,2,5.30044,4,4,0,0,,21.0,94,23,14,13,3,14,8,0,1,1.46415,5.98342,3.2951,1.81585,1.34991,0.150598,0.0829349,0.0676626861095428,,0.273957,0.296891,0.66158,4.95226,0.0914842,-0.111725,2.0,999.0,-1,,Erick Fedde,17425,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20476&position=P"">Peter Solomon</a>",ARI,Diamondbacks,1,0,4.1112,0,13,0,1,,15.0,66,14,8,7,2,14,6,0,1,1.33156,8.41671,3.72002,2.26255,0.946636,0.216879,0.0958561,0.1210227608680725,,0.238532,0.289431,0.707814,3.99713,0.0909458,-0.039811,0.0,999.0,15,NL,Peter Solomon,20476,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=21549&position=P"">Jackson Kowar</a>",KCR,Royals,1,1,4.65731,0,21,0,1,,26.0,116,26,15,14,3,26,12,1,2,1.44789,8.80501,4.01059,2.19544,1.01501,0.220648,0.100503,0.1201448887586593,,0.255242,0.313683,0.687969,4.14345,0.0905493,-0.186306,0.0,743.3599853515625,7,AL,Jackson Kowar,21549,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa3014869&position=P"">Yosver Zulueta</a>",TOR,Blue Jays,1,1,4.5059,2,4,0,0,,10.0,44,10,5,5,1,9,4,0,1,1.3369,8.41921,3.50363,2.40299,1.20965,0.216403,0.0900557,0.1263476535677909,,0.244636,0.290049,0.694247,4.33648,0.0904853,0.0916107,1.0,999.0,14,AL,Yosver Zulueta,sa3014869,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=17948&position=P"">Trent Thornton</a>",TOR,Blue Jays,1,1,4.53453,0,19,0,1,,22.0,93,21,12,11,3,20,7,0,1,1.31703,8.27215,2.97871,2.77709,1.25312,0.21316,0.0767567,0.1364037171006202,,0.250968,0.294992,0.688801,4.23288,0.0903631,-0.086102,0.0,999.0,14,AL,Trent Thornton,17948,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=10547&position=P"">Jimmy Nelson</a>",LAD,Dodgers,1,0,4.42326,0,16,0,1,,17.0,73,16,9,8,2,19,7,0,1,1.33017,10.0225,3.64428,2.75019,1.11559,0.25665,0.0933207,0.1633287891745567,,0.239903,0.305931,0.690223,3.94333,0.0887228,-0.0382074,0.0,750.9299926757812,22,NL,Jimmy Nelson,10547,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=12763&position=P"">Chris Devenski</a>",LAA,Angels,1,1,4.50977,0,20,0,1,,20.0,85,19,11,10,3,20,6,0,1,1.23174,8.79406,2.52808,3.47856,1.39591,0.231033,0.0664162,0.1646164059638977,,0.243763,0.28743,0.680573,4.16049,0.0880297,-0.0878233,0.0,999.0,1,AL,Chris Devenski,12763,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=17117&position=P"">Austin Davis</a>",HOU,Astros,1,1,4.23928,0,18,0,1,,18.0,78,16,9,8,2,19,8,0,1,1.35449,9.53854,4.05907,2.34993,1.06581,0.24411,0.10388,0.140230156481266,,0.235315,0.295003,0.710115,4.03888,0.0878517,0.0148371,0.0,999.0,21,AL,Austin Davis,17117,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=14420&position=P"">Jackson Stephens</a>",ATL,Braves,1,1,4.7798,0,26,0,1,,29.0,126,30,17,15,4,26,11,1,2,1.41642,7.98917,3.38904,2.35736,1.13381,0.20196,0.0856722,0.1162879019975662,,0.26222,0.309587,0.677511,4.26402,0.0855535,-0.235842,0.0,999.0,16,NL,Jackson Stephens,14420,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=5358&position=P"">Jose Alvarez</a>",DET,Tigers,0,0,4.33544,0,15,0,0,,13.0,57,14,7,6,1,10,4,0,1,1.36554,6.68454,2.8491,2.34619,0.835269,0.172044,0.073329,0.0987148061394691,,0.264855,0.305971,0.682452,3.903,0.0841843,-0.0415293,0.0,999.0,6,AL,Jose Alvarez,5358,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20492&position=P"">Casey Mize</a>",DET,Tigers,1,1,4.82696,2,2,0,0,,11.0,47,12,6,6,1,7,3,0,1,1.36411,5.79945,2.64265,2.19455,1.19675,0.148485,0.0676608,0.0808244943618774,,0.268676,0.292338,0.666807,4.61852,0.0833163,0.0684272,1.0,999.0,6,AL,Casey Mize,20492,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=23796&position=P"">Ryan Weathers</a>",SDP,Padres,1,1,4.76401,2,13,0,1,,22.0,96,23,13,12,3,17,7,0,1,1.38225,6.75733,2.96651,2.27788,1.27863,0.172533,0.0757427,0.0967898219823837,,0.264575,0.295091,0.684885,4.57707,0.0828626,-0.0836292,1.0,747.9600219726562,29,NL,Ryan Weathers,23796,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20276&position=P"">Deivi García</a>",NYY,Yankees,1,1,4.61984,1,17,0,1,,25.0,111,23,14,13,4,26,11,0,2,1.34815,9.30046,3.99283,2.32929,1.35451,0.237176,0.101823,0.1353527009487152,,0.235128,0.283143,0.698252,4.53274,0.0827283,-0.0756459,0.0,739.3900146484375,9,AL,Deivi García,20276,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=3192&position=P"">Will Harris</a>",,,1,1,3.76565,0,10,0,0,,9.0,38,8,4,4,1,9,3,0,0,1.21827,8.70695,2.62119,3.32175,0.962602,0.23113,0.0695808,0.1615491732954979,,0.240782,0.29545,0.713804,3.57485,0.079821,0.0599965,0.0,999.0,-1,,Will Harris,3192,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16929&position=P"">Touki Toussaint</a>",CLE,Guardians,1,1,4.26847,1,16,0,1,,21.0,90,18,11,10,2,21,10,0,2,1.37836,9.2513,4.54465,2.03565,1.04486,0.235208,0.115544,0.1196632757782936,,0.230985,0.287164,0.71239,4.3331,0.0794315,0.0176367,0.0,999.0,5,AL,Touki Toussaint,16929,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=14706&position=P"">Anthony Banda</a>",WSN,Nationals,1,1,4.46542,0,19,0,1,,20.0,85,19,11,10,2,19,8,0,1,1.38626,8.58414,3.51392,2.4429,1.05614,0.218486,0.0894374,0.1290488094091415,,0.253773,0.30792,0.693707,4.05457,0.0787205,-0.0877849,0.0,999.0,24,NL,Anthony Banda,14706,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=24750&position=P"">Franklin German</a>",CHW,White Sox,1,1,4.22889,0,22,0,1,,22.0,95,20,11,10,3,22,9,0,1,1.2998,9.04389,3.5691,2.53394,1.17164,0.23417,0.0924133,0.1417566984891891,,0.235202,0.285767,0.707626,4.14805,0.0783262,0.0181342,0.0,999.0,4,AL,Franklin German,24750,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=21290&position=P"">Lucas Gilbreath</a>",COL,Rockies,1,1,4.55129,0,24,0,0,,22.0,99,22,12,11,2,22,10,1,1,1.45284,8.90339,4.01814,2.2158,0.96987,0.223261,0.100758,0.1225020959973335,,0.256102,0.317243,0.695156,4.03901,0.077517,-0.0862699,0.0,748.9400024414062,19,NL,Lucas Gilbreath,21290,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=23313&position=P"">José Butto</a>",NYM,Mets,0,0,4.0647,0,9,0,1,,10.0,42,9,5,4,1,10,3,0,1,1.23339,9.12166,2.8288,3.22457,1.15978,0.239602,0.0743052,0.1652970388531685,,0.237981,0.290563,0.70596,3.86476,0.0774512,0.00824537,0.0,999.0,25,NL,José Butto,23313,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=15444&position=P"">Zack Weiss</a>",LAA,Angels,1,1,4.4813,0,30,0,1,,31.0,136,28,17,16,5,37,14,1,2,1.321,10.5353,3.86958,2.7226,1.43764,0.270466,0.0993411,0.1711249947547912,,0.231651,0.290641,0.712382,4.2924,0.0769702,-0.130895,0.0,750.510009765625,1,AL,Zack Weiss,15444,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20023&position=P"">Rico Garcia</a>",OAK,Athletics,0,0,4.17785,0,12,0,1,,13.0,56,12,7,6,2,13,5,0,1,1.29415,8.77024,3.54184,2.47618,1.0855,0.228541,0.0922957,0.136245459318161,,0.23555,0.285887,0.702313,4.05272,0.0769225,-0.0414589,0.0,999.0,10,AL,Rico Garcia,20023,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=6483&position=P"">Steve Cishek</a>",,,1,1,3.96065,0,23,0,0,,22.0,93,19,10,9,2,21,9,0,2,1.3,8.75729,3.95381,2.2149,0.967783,0.226059,0.102063,0.1239963769912719,,0.227706,0.279023,0.715809,4.13776,0.076421,0.123222,0.0,999.0,-1,,Steve Cishek,6483,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=24933&position=P"">Andrew Wantz</a>",LAA,Angels,2,1,4.48973,0,47,0,4,,51.0,221,46,28,26,8,56,21,1,3,1.29763,9.80718,3.62984,2.70182,1.45602,0.253374,0.093779,0.1595953330397606,,0.232734,0.282702,0.707925,4.41035,0.0751753,-0.2186,0.0,999.0,1,AL,Andrew Wantz,24933,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=3284&position=P"">Aníbal Sánchez</a>",,,3,4,5.5106,8,9,0,0,,45.0,198,48,29,27,7,31,18,1,2,1.46857,6.25547,3.54472,1.76473,1.51216,0.156591,0.088734,0.0678572356700897,,0.26895,0.289411,0.657515,5.23458,0.0747605,-0.161018,3.0,999.0,-1,,Aníbal Sánchez,3284,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa3017529&position=P"">Andrew Abbott</a>",CIN,Reds,0,0,4.46065,1,2,0,0,,6.0,26,6,3,3,1,6,2,0,0,1.36839,8.88085,3.33637,2.66183,1.15141,0.227493,0.0854646,0.1420279219746589,,0.254223,0.309547,0.700181,4.04139,0.0745516,0.0549733,0.0,999.0,18,NL,Andrew Abbott,sa3017529,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=18699&position=P"">Nick Neidert</a>",CHC,Cubs,0,0,4.71533,1,3,0,0,,9.0,37,9,5,4,1,7,3,0,0,1.39297,7.44368,3.33386,2.23275,1.16708,0.189696,0.0849608,0.1047353744506836,,0.259942,0.299924,0.681815,4.42285,0.0739057,0.0203326,0.0,999.0,17,NL,Nick Neidert,18699,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=11209&position=P"">Casey Sadler</a>",SEA,Mariners,1,1,4.1507,0,28,0,1,,28.0,121,27,14,13,4,26,10,1,1,1.27767,8.30068,3.05371,2.71823,1.21428,0.21678,0.0797504,0.1370292156934738,,0.242694,0.286,0.71307,4.18599,0.0721946,0.0230799,0.0,999.0,11,AL,Casey Sadler,11209,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa3014982&position=P"">Taylor Dollard</a>",SEA,Mariners,0,1,4.3835,1,2,0,0,,7.0,31,7,4,4,1,6,2,0,0,1.2384,6.88051,2.23295,3.08136,1.30584,0.181169,0.058795,0.1223734728991985,,0.252028,0.279895,0.68864,4.34128,0.0716945,0.0131263,0.0,999.0,11,AL,Taylor Dollard,sa3014982,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=15291&position=P"">Steven Brault</a>",,,2,2,4.56232,2,19,0,0,,24.0,106,24,13,12,3,20,10,0,1,1.41535,7.57201,3.91779,1.93273,1.05155,0.19169,0.0991809,0.0925086215138435,,0.251834,0.294262,0.691853,4.44093,0.0716271,0.0044708,1.0,999.0,-1,,Steven Brault,15291,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=5257&position=P"">Wilmer Font</a>",SDP,Padres,1,1,4.55999,1,6,0,0,,12.0,50,11,6,6,2,11,4,0,1,1.29011,8.28983,2.80565,2.95469,1.42863,0.215368,0.07289,0.1424775794148445,,0.249572,0.288567,0.695721,4.40381,0.0713144,0.069919,0.0,999.0,29,NL,Wilmer Font,5257,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=15051&position=P"">Silvino Bracho</a>",CIN,Reds,1,1,4.49771,0,15,0,1,,15.0,66,14,8,8,3,18,5,0,1,1.2614,10.4511,3.0435,3.4339,1.5559,0.271114,0.0789522,0.1921615451574325,,0.237533,0.29395,0.705581,4.22657,0.0710658,-0.0398584,0.0,999.0,18,NL,Silvino Bracho,15051,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=23301&position=P"">Janson Junk</a>",MIL,Brewers,1,1,4.34747,0,16,0,1,,18.0,79,17,10,9,2,18,7,0,1,1.32209,8.95013,3.57377,2.50439,1.18688,0.230747,0.092137,0.1386103108525276,,0.239309,0.289571,0.70309,4.17112,0.0702139,-0.0893304,0.0,750.9299926757812,23,NL,Janson Junk,23301,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=13942&position=P"">Brent Suter</a>",COL,Rockies,2,2,4.87991,0,61,0,12,,67.0,293,75,39,36,9,51,20,1,3,1.41679,6.90944,2.62711,2.63005,1.21389,0.175499,0.0667285,0.1087709441781044,,0.27855,0.315714,0.674563,4.33861,0.0691387,-0.51651,0.0,750.8699951171875,19,NL,Brent Suter,13942,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19666&position=P"">Jason Alexander</a>",MIL,Brewers,1,2,5.00264,3,12,0,1,,24.0,106,27,14,13,3,16,8,0,1,1.44243,5.82977,3.03408,1.92143,1.18278,0.147101,0.0765583,0.0705429837107658,,0.275725,0.301554,0.669105,4.70947,0.0686277,-0.0363513,1.0,999.0,23,NL,Jason Alexander,19666,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=22224&position=P"">Jonathan Heasley</a>",KCR,Royals,2,3,5.15929,5,13,0,1,,34.0,152,37,21,20,5,24,13,0,2,1.44042,6.3322,3.32273,1.90572,1.40573,0.159147,0.0835102,0.0756368786096572,,0.268001,0.29166,0.672418,5.00721,0.0677924,-0.12154,2.0,999.0,7,AL,Jonathan Heasley,22224,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=17432&position=P"">Jeff Hoffman</a>",PHI,Phillies,2,2,4.7113,0,31,0,0,,34.0,151,33,20,18,5,34,15,1,2,1.38356,8.89906,3.888,2.28885,1.23631,0.225433,0.0984917,0.1269412487745285,,0.244401,0.29422,0.686216,4.39875,0.0674422,-0.283672,0.0,999.0,26,NL,Jeff Hoffman,17432,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20794&position=P"">Manuel Rodríguez</a>",CHC,Cubs,0,0,4.25841,0,13,0,1,,13.0,57,12,7,6,1,13,6,0,1,1.41873,8.9681,4.44181,2.01902,0.802737,0.227677,0.112766,0.1149107068777084,,0.24225,0.305832,0.699744,3.95133,0.0672482,-0.041486,0.0,749.25,17,NL,Manuel Rodríguez,20794,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=18421&position=P"">Tyler Cyr</a>",LAD,Dodgers,0,0,3.98853,0,10,0,0,,11.0,47,9,5,5,1,12,5,0,1,1.35035,9.70628,4.34625,2.23325,0.855161,0.249207,0.111589,0.1376174613833427,,0.229123,0.295675,0.714822,3.81604,0.0670842,0.061622,0.0,999.0,22,NL,Tyler Cyr,18421,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=14663&position=P"">Chi Chi González</a>",MIA,Marlins,1,1,5.19662,2,3,0,0,,12.0,52,13,7,7,2,7,4,0,1,1.45156,5.54837,2.85196,1.94546,1.21617,0.139634,0.0717744,0.0678597763180732,,0.280591,0.303605,0.659266,4.74953,0.0666331,0.0178112,1.0,999.0,20,NL,Chi Chi González,14663,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16094&position=P"">Zach Thompson</a>",TOR,Blue Jays,1,1,4.64596,1,20,0,1,,26.0,113,27,14,13,4,21,9,0,1,1.36031,7.19267,3.01345,2.38685,1.22515,0.184362,0.0772408,0.1071215793490409,,0.259466,0.294784,0.685742,4.43142,0.0635813,-0.0286108,0.0,750.8699951171875,14,AL,Zach Thompson,16094,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=27517&position=P"">Jared Koenig</a>",SDP,Padres,1,1,4.95274,2,3,0,0,,12.0,53,13,7,7,2,8,4,0,1,1.40194,5.97148,3.06529,1.9481,1.26895,0.151843,0.0779444,0.0738988667726516,,0.266551,0.289667,0.671506,4.78188,0.0634817,0.0178112,1.0,999.0,29,NL,Jared Koenig,27517,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20038&position=P"">Darren McCaughan</a>",SEA,Mariners,0,0,3.80988,0,7,0,1,,7.0,29,6,3,3,1,6,2,0,0,1.16898,8.1077,2.186,3.70892,1.09431,0.216202,0.0582924,0.1579094417393207,,0.239048,0.282119,0.709107,3.76935,0.0632329,0.0584253,0.0,999.0,11,AL,Darren McCaughan,20038,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=12890&position=P"">Alex Claudio</a>",MIL,Brewers,0,0,3.96665,0,10,0,1,,9.0,40,9,5,4,1,8,3,0,0,1.32102,7.35719,3.09558,2.37668,0.745376,0.190944,0.0803408,0.1106034219264984,,0.251266,0.29925,0.699709,3.7319,0.0628619,-0.0447517,0.0,999.0,23,NL,Alex Claudio,12890,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=13549&position=P"">Richard Rodríguez</a>",MIA,Marlins,1,1,4.44027,0,26,0,1,,25.0,108,25,14,13,4,21,6,0,1,1.22573,7.34724,2.18225,3.36681,1.43606,0.192743,0.0572479,0.1354948878288269,,0.249548,0.277877,0.689508,4.43995,0.0611696,-0.13578,0.0,750.97998046875,20,NL,Richard Rodríguez,13549,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=15145&position=P"">Justin Topa</a>",SEA,Mariners,1,1,4.54087,0,28,0,1,,29.0,127,30,16,15,4,25,10,1,2,1.35072,7.58409,3.04297,2.49233,1.11774,0.194797,0.0781586,0.1166387945413589,,0.257702,0.299886,0.682281,4.23115,0.0601017,-0.132498,0.0,999.0,11,AL,Justin Topa,15145,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=15126&position=P"">Tyler Danish</a>",,,1,1,4.47933,0,21,0,0,,24.0,103,24,13,12,3,21,8,1,1,1.3685,7.82025,3.19971,2.44405,1.079,0.200064,0.0818577,0.1182063743472099,,0.257062,0.302558,0.691278,4.14095,0.0598024,-0.0844986,0.0,999.0,-1,,Tyler Danish,15126,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19535&position=P"">Ryan Hendrix</a>",ARI,Diamondbacks,1,0,4.23703,0,14,0,1,,14.0,61,13,7,7,1,15,7,0,1,1.39712,9.56236,4.30754,2.21991,0.929073,0.242699,0.109328,0.1333709806203842,,0.239347,0.305137,0.708501,3.95018,0.0591124,0.0115399,0.0,999.0,15,NL,Ryan Hendrix,19535,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=21018&position=P"">Francisco Pérez</a>",,,0,0,3.52464,0,6,0,0,,7.0,31,6,3,3,1,7,3,0,0,1.26446,9.12352,3.92061,2.32707,0.73357,0.239049,0.102725,0.1363233923912048,,0.220199,0.280024,0.731184,3.57444,0.0587073,0.0584544,0.0,999.0,-1,,Francisco Pérez,21018,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=15157&position=P"">Jimmy Yacabonis</a>",NYM,Mets,1,0,4.29689,0,14,0,1,,14.0,61,13,7,7,2,15,6,0,1,1.36313,9.496,4.13022,2.29915,1.0199,0.242122,0.105309,0.1368124932050705,,0.235817,0.296665,0.702304,4.04558,0.0581401,0.0115399,0.0,999.0,25,NL,Jimmy Yacabonis,15157,,2023-04-08 10:11:22.678872
