Name,Team,ShortName,W,L,ERA,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,playerid,.,date
"<a href=""statss.aspx?playerid=11156&position=P"">Merrill Kelly</a>",ARI,Diamondbacks,10,12,4.55433,30,30,0,0,,182.0,782,185,99,92,24,149,56,2,7,1.32397,7.38321,2.77253,2.66298,1.18101,0.19106,0.0717464,0.1193132400512695,,0.257381,0.295336,0.685434,4.21746,2.27073,1.1623,12.0,244.1100006103516,15,NL,Merrill Kelly,11156,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=13273&position=P"">Ross Stripling</a>",SFG,Giants,8,10,4.31309,25,30,0,1,,142.0,603,147,74,68,18,116,36,1,4,1.2934,7.36451,2.29679,3.20644,1.12862,0.192198,0.0599412,0.132256731390953,,0.261471,0.301559,0.691614,3.96674,2.24419,1.17497,7.0,299.4700012207031,30,NL,Ross Stripling,13273,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=19716&position=P"">Dustin May</a>",LAD,Dodgers,9,7,3.8098,23,30,0,1,,127.0,535,116,58,54,13,123,40,1,8,1.22677,8.6852,2.82883,3.07025,0.930114,0.229423,0.0747244,0.1546981930732727,,0.238322,0.293124,0.711295,3.65883,2.22165,1.88216,7.0,157.7100067138672,22,NL,Dustin May,19716,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=20191&position=P"">Garrett Whitlock</a>",BOS,Red Sox,7,7,3.97676,17,26,0,1,,111.0,467,108,53,49,12,105,28,1,5,1.2313,8.52354,2.30242,3.70199,0.993067,0.225111,0.060808,0.1643027365207672,,0.249697,0.303637,0.700436,3.55402,2.19607,1.35758,6.0,298.6499938964844,3,AL,Garrett Whitlock,20191,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=22182&position=P"">Hunter Greene</a>",CIN,Reds,10,12,4.39046,29,29,0,0,,160.0,684,146,84,78,26,188,58,1,9,1.27414,10.5829,3.27118,3.23519,1.45315,0.274756,0.0849272,0.1898288577795028,,0.235847,0.296842,0.712377,4.11498,2.15202,1.32401,11.0,106.02999877929688,18,NL,Hunter Greene,22182,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=20302&position=P"">David Peterson</a>",NYM,Mets,8,8,4.0112,20,25,0,1,,128.0,554,121,62,57,13,134,52,1,7,1.34794,9.36317,3.66404,2.55542,0.893256,0.241248,0.0944061,0.1468414664268493,,0.244126,0.310059,0.717105,3.69765,2.14178,1.53426,9.0,340.82000732421875,25,NL,David Peterson,20302,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=27468&position=P"">Reid Detmers</a>",LAA,Angels,10,11,4.54857,29,30,0,0,,158.0,680,152,86,80,22,155,57,1,7,1.31892,8.82286,3.22372,2.73686,1.25682,0.227788,0.0832296,0.1445582658052444,,0.246359,0.29538,0.689517,4.17896,2.14004,0.989074,11.0,178.8699951171875,1,AL,Reid Detmers,27468,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=22810&position=P"">Roansy Contreras</a>",PIT,Pirates,8,11,4.23992,29,29,0,0,,148.0,631,139,75,70,19,131,52,1,6,1.29036,7.98492,3.16334,2.52421,1.17329,0.208089,0.0824371,0.1256514266133308,,0.242438,0.283185,0.705038,4.2057,2.13511,1.50007,10.0,299.7300109863281,27,NL,Roansy Contreras,22810,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=9803&position=P"">Miles Mikolas</a>",STL,Cardinals,12,11,4.38568,30,30,0,0,,183.0,781,189,96,89,24,130,46,1,10,1.283,6.37943,2.25049,2.83469,1.17169,0.166248,0.0586478,0.1076004393398761,,0.260863,0.289279,0.687333,4.29898,2.09166,1.52339,14.0,229.2100067138672,28,NL,Miles Mikolas,9803,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=22286&position=P"">Trevor Rogers</a>",MIA,Marlins,7,9,4.45014,25,30,0,1,,132.0,570,131,70,65,15,130,47,1,6,1.34386,8.87453,3.18003,2.7907,1.05073,0.228177,0.0817634,0.1464138329029083,,0.252368,0.309617,0.685805,3.84768,2.08948,0.9682,9.0,232.5399932861328,20,NL,Trevor Rogers,22286,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=25880&position=P"">Hunter Brown</a>",HOU,Astros,6,5,3.56492,14,39,0,1,,112.0,472,98,48,44,9,117,44,1,5,1.2652,9.46661,3.52423,2.68615,0.754161,0.248951,0.0926797,0.1562716886401176,,0.230663,0.297845,0.730285,3.41111,2.041,1.76534,4.0,209.19000244140625,21,AL,Hunter Brown,25880,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=13781&position=P"">Alex Wood</a>",SFG,Giants,7,7,4.09581,19,24,0,1,,118.0,505,119,58,54,13,114,35,1,7,1.30867,8.71633,2.69907,3.22938,0.97901,0.225549,0.0698429,0.1557062566280365,,0.256609,0.315354,0.704925,3.67769,2.01478,1.32331,7.0,344.0299987792969,30,NL,Alex Wood,13781,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=18413&position=P"">José Urquidy</a>",HOU,Astros,10,9,4.40999,28,28,0,0,,161.0,676,160,84,79,25,129,37,1,5,1.2292,7.25016,2.08644,3.47489,1.40503,0.191279,0.0550462,0.136233314871788,,0.252785,0.281937,0.695803,4.32862,2.01061,1.38598,12.0,270.3299865722656,21,AL,José Urquidy,18413,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=17312&position=P"">Justin Steele</a>",CHC,Cubs,9,11,4.25972,27,27,0,0,,144.0,624,140,74,68,15,134,59,1,8,1.38085,8.34898,3.70208,2.25522,0.938965,0.213863,0.0948304,0.1190326809883117,,0.250413,0.304679,0.702683,4.01148,2.00334,1.35425,9.0,292.6099853515625,17,NL,Justin Steele,17312,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=13361&position=P"">Steven Matz</a>",STL,Cardinals,8,8,4.10996,23,29,0,1,,129.0,548,125,64,59,16,119,39,1,6,1.26657,8.27521,2.70246,3.06211,1.12161,0.21671,0.0707715,0.1459383517503738,,0.24799,0.295072,0.706254,3.93258,1.98357,1.38534,10.0,318.5599975585937,28,NL,Steven Matz,13361,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=19244&position=P"">Cole Irvin</a>",BAL,Orioles,9,12,4.59698,28,31,0,1,,169.0,725,182,93,86,24,121,40,2,7,1.32169,6.45405,2.16037,2.98748,1.25815,0.166801,0.0558335,0.1109679527580738,,0.269207,0.297961,0.686309,4.33947,1.97241,0.934257,10.0,426.4700012207031,2,AL,Cole Irvin,19244,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=18498&position=P"">Kenta Maeda</a>",MIN,Twins,7,7,4.06774,19,24,0,1,,114.0,480,107,55,52,15,109,33,1,5,1.22062,8.62577,2.58107,3.34193,1.17505,0.227871,0.0681856,0.1596858352422714,,0.240902,0.288177,0.708154,3.88157,1.9683,1.3867,7.0,318.54998779296875,8,AL,Kenta Maeda,18498,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=6632&position=P"">Carlos Carrasco</a>",NYM,Mets,8,10,4.48004,27,27,0,0,,145.0,621,147,78,72,20,135,43,1,6,1.31441,8.38289,2.68213,3.12547,1.25992,0.217344,0.0695397,0.1478041559457779,,0.257537,0.304817,0.695211,4.08621,1.93729,1.01051,10.0,289.7300109863281,25,NL,Carlos Carrasco,6632,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=17277&position=P"">Ranger Suárez</a>",PHI,Phillies,10,10,4.12408,27,28,0,0,,148.0,637,149,73,68,14,111,53,1,6,1.36193,6.72517,3.21813,2.08977,0.875823,0.1736,0.0830714,0.0905289053916931,,0.257075,0.296195,0.707255,4.07552,1.92827,1.6964,10.0,354.7099914550781,26,NL,Ranger Suárez,17277,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=19312&position=P"">Cal Quantrill</a>",CLE,Guardians,10,11,4.53596,29,30,0,0,,169.0,723,172,91,85,21,113,50,1,9,1.31743,6.01244,2.68431,2.23985,1.12788,0.155659,0.0694956,0.0861638113856315,,0.258527,0.283866,0.679051,4.45404,1.88325,1.15827,12.0,330.9100036621094,5,AL,Cal Quantrill,19312,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=17594&position=P"">Mitch Keller</a>",PIT,Pirates,9,12,4.77182,29,29,0,0,,157.0,694,168,90,83,17,129,63,2,9,1.47563,7.41597,3.62846,2.04384,0.951568,0.185971,0.0909912,0.0949799045920372,,0.270041,0.31782,0.680617,4.2167,1.8404,0.54639,11.0,345.82000732421875,27,NL,Mitch Keller,17594,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=19388&position=P"">Tony Gonsolin</a>",LAD,Dodgers,10,8,4.16036,25,25,0,0,,131.0,554,118,65,60,17,124,47,1,5,1.25982,8.52404,3.24483,2.62696,1.17213,0.223556,0.0851006,0.1384555697441101,,0.234435,0.278781,0.706685,4.11316,1.82794,1.47112,8.0,212.6000061035156,22,NL,Tony Gonsolin,19388,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=19479&position=P"">Aaron Civale</a>",CLE,Guardians,9,9,4.25225,25,25,0,0,,134.0,567,131,69,63,19,113,35,1,6,1.23985,7.59998,2.37244,3.20345,1.25346,0.200176,0.0624877,0.1376883164048195,,0.249613,0.285917,0.698307,4.15643,1.79291,1.24602,8.0,309.2099914550781,5,AL,Aaron Civale,19479,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=23920&position=P"">Brayan Bello</a>",BOS,Red Sox,6,7,4.20983,19,23,0,1,,104.0,452,106,53,49,9,94,37,1,5,1.37013,8.13834,3.16993,2.56736,0.809046,0.209181,0.0814772,0.1277037039399147,,0.25923,0.316457,0.695369,3.66109,1.79176,0.981142,5.0,390.6499938964844,3,AL,Brayan Bello,23920,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=11836&position=P"">Taijuan Walker</a>",PHI,Phillies,10,10,4.38496,28,28,0,0,,156.0,667,155,82,76,21,123,49,1,8,1.30658,7.10895,2.82374,2.51756,1.19048,0.184355,0.0732277,0.1111274138092994,,0.253414,0.287267,0.69408,4.35252,1.77846,1.28091,11.0,318.1300048828125,26,NL,Taijuan Walker,11836,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=11762&position=P"">Noah Syndergaard</a>",LAD,Dodgers,9,9,4.93406,26,26,0,0,,141.0,606,150,83,77,18,100,37,1,6,1.32758,6.37821,2.35807,2.70484,1.13652,0.165019,0.0610086,0.104010097682476,,0.266888,0.297469,0.643531,4.24275,1.76992,0.280636,9.0,298.45001220703125,22,NL,Noah Syndergaard,11762,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=17479&position=P"">Jack Flaherty</a>",STL,Cardinals,9,9,4.28013,26,28,0,1,,147.0,629,137,75,70,19,132,54,1,9,1.30075,8.07318,3.29452,2.45049,1.16762,0.209139,0.0853459,0.1237934157252311,,0.241996,0.283868,0.704451,4.28501,1.75,1.41564,11.0,227.3000030517578,28,NL,Jack Flaherty,17479,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=14078&position=P"">Michael Wacha</a>",SDP,Padres,9,9,4.45782,25,27,0,1,,137.0,583,138,73,68,20,114,38,1,5,1.28341,7.52654,2.49067,3.02189,1.31589,0.196367,0.0649815,0.1313855424523353,,0.255342,0.290701,0.693675,4.28957,1.74219,1.00241,9.0,373.6900024414063,29,NL,Michael Wacha,14078,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=16207&position=P"">Spencer Turnbull</a>",DET,Tigers,7,9,4.36218,21,26,0,1,,116.0,500,116,60,56,11,94,40,1,8,1.3466,7.31599,3.10883,2.35329,0.843893,0.187972,0.079876,0.1080955639481544,,0.256096,0.302196,0.677819,3.95105,1.72967,0.997509,8.0,421.6099853515625,6,AL,Spencer Turnbull,16207,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=2429&position=P"">Corey Kluber</a>",BOS,Red Sox,8,11,4.727,28,28,0,0,,150.0,643,158,85,79,23,116,40,1,7,1.32124,6.97252,2.40879,2.89461,1.35488,0.180274,0.0622792,0.1179947070777416,,0.264405,0.295162,0.678182,4.45807,1.72109,0.617975,8.0,391.7999877929688,3,AL,Corey Kluber,2429,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=10123&position=P"">Kyle Gibson</a>",BAL,Orioles,10,12,4.53559,29,29,0,0,,165.0,714,171,89,83,21,128,56,1,8,1.38081,7.01097,3.06438,2.28789,1.13417,0.179527,0.0784681,0.1010585725307464,,0.263241,0.30007,0.695603,4.35422,1.71624,1.127,11.0,443.5400085449219,2,AL,Kyle Gibson,10123,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=31838&position=P"">Kodai Senga</a>",NYM,Mets,8,10,4.56881,25,26,0,0,,148.0,642,143,81,75,20,140,60,1,7,1.37637,8.54582,3.67615,2.32467,1.20338,0.218425,0.0939597,0.1244653314352035,,0.24874,0.29708,0.697,4.31946,1.69407,0.882692,9.0,180.47000122070312,25,NL,Kodai Senga,31838,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=19316&position=P"">Eric Lauer</a>",MIL,Brewers,10,11,4.67742,28,28,0,0,,153.0,664,151,86,80,23,142,57,1,6,1.36009,8.35177,3.35637,2.48834,1.35062,0.213988,0.0859965,0.1279916763305664,,0.251481,0.293991,0.695518,4.44097,1.68204,0.699836,11.0,291.3399963378906,23,NL,Eric Lauer,19316,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=17578&position=P"">JT Brubaker</a>",PIT,Pirates,8,10,4.48839,24,24,0,0,,130.0,563,133,70,65,17,117,43,1,8,1.35324,8.08796,2.99203,2.70317,1.17455,0.207285,0.0766822,0.1306024938821792,,0.258879,0.305525,0.692722,4.18851,1.67968,0.899203,9.0,476.4400024414063,27,NL,JT Brubaker,17578,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=18000&position=P"">Triston McKenzie</a>",CLE,Guardians,8,7,3.98464,19,19,0,0,,113.0,472,96,54,50,17,113,38,1,4,1.18636,9.00699,3.02265,2.97983,1.3568,0.240072,0.0805657,0.159506157040596,,0.223979,0.264483,0.725257,4.18487,1.67041,1.48553,8.0,102.05999755859376,5,AL,Triston McKenzie,18000,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=19350&position=P"">Dean Kremer</a>",BAL,Orioles,8,10,4.67451,25,25,0,0,,137.0,594,143,76,71,18,107,43,1,6,1.35984,7.01426,2.82759,2.48065,1.20011,0.179941,0.0725379,0.1074030697345733,,0.263006,0.297841,0.684563,4.35343,1.6449,0.725902,9.0,492.9400024414063,2,AL,Dean Kremer,19350,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=27681&position=P"">Ken Waldichuk</a>",OAK,Athletics,6,9,4.15453,21,26,0,1,,116.0,494,104,58,54,14,114,45,1,6,1.28008,8.8736,3.48251,2.54805,1.11793,0.23175,0.0909519,0.1407978758215904,,0.234056,0.284182,0.706861,4.07081,1.62971,1.20381,6.0,398.9299926757813,10,AL,Ken Waldichuk,27681,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=21224&position=P"">Bailey Ober</a>",MIN,Twins,6,6,3.97606,15,32,0,1,,93.0,384,86,44,41,13,89,21,1,3,1.16324,8.62683,2.08436,4.13883,1.24049,0.230973,0.0558062,0.1751663647592067,,0.239825,0.284693,0.707071,3.78314,1.60586,1.09731,4.0,338.6300048828125,8,AL,Bailey Ober,21224,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=24586&position=P"">Kyle Bradish</a>",BAL,Orioles,9,10,4.42392,26,26,0,0,,137.0,594,136,73,68,18,125,50,1,6,1.35665,8.18013,3.27455,2.49809,1.18242,0.210172,0.0841331,0.1260392367839813,,0.253455,0.299438,0.704924,4.2249,1.60412,1.0245,9.0,317.6300048828125,2,AL,Kyle Bradish,24586,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=20070&position=P"">Bailey Falter</a>",PHI,Phillies,7,8,4.34882,20,25,0,1,,122.0,517,123,64,59,19,107,30,1,4,1.24873,7.90811,2.19971,3.59508,1.37174,0.207701,0.0577737,0.1499272212386131,,0.254284,0.291898,0.700499,4.17922,1.60042,0.95547,6.0,414.6199951171875,26,NL,Bailey Falter,20070,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=17149&position=P"">Domingo Germán</a>",NYY,Yankees,8,9,4.22236,23,28,0,1,,129.0,543,121,65,61,20,111,35,1,6,1.20615,7.70261,2.4146,3.19002,1.37897,0.203947,0.0639328,0.140014000236988,,0.24162,0.273158,0.705787,4.33715,1.5979,1.29186,7.0,379.75,9,AL,Domingo Germán,17149,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=15440&position=P"">Matthew Boyd</a>",DET,Tigers,7,10,4.57478,23,24,0,0,,128.0,548,126,70,65,19,110,40,2,6,1.30269,7.74094,2.81589,2.74902,1.36047,0.200276,0.0728536,0.1274225488305091,,0.251717,0.287113,0.690132,4.4444,1.57909,0.766442,9.0,371.1300048828125,6,AL,Matthew Boyd,15440,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=21690&position=P"">Edward Cabrera</a>",MIA,Marlins,7,9,4.35981,24,24,0,0,,129.0,557,117,67,62,16,133,56,1,9,1.34694,9.28375,3.94162,2.35531,1.11834,0.237847,0.100983,0.1368637606501579,,0.237367,0.293502,0.703688,4.18722,1.57873,1.14091,9.0,218.6999969482422,20,NL,Edward Cabrera,21690,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=27552&position=P"">Graham Ashcraft</a>",CIN,Reds,8,11,4.58006,27,29,0,0,,153.0,671,167,84,78,16,104,52,1,9,1.42695,6.10361,3.02241,2.01945,0.936139,0.155029,0.0767681,0.0782611072063446,,0.273953,0.308405,0.684332,4.28312,1.57289,0.874041,12.0,434.0799865722656,18,NL,Graham Ashcraft,27552,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=19899&position=P"">Clarke Schmidt</a>",NYY,Yankees,6,6,4.20912,17,22,0,1,,112.0,477,106,56,52,13,102,38,1,6,1.2981,8.26744,3.09309,2.67287,1.06257,0.214907,0.0804031,0.1345039755105972,,0.246014,0.294194,0.701256,3.99465,1.55438,1.15115,7.0,320.0599975585937,9,AL,Clarke Schmidt,19899,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=27581&position=P"">Hayden Wesneski</a>",CHC,Cubs,6,8,4.18561,20,22,0,0,,110.0,466,105,55,51,14,91,34,1,5,1.2667,7.42996,2.79288,2.66032,1.10631,0.194846,0.0732417,0.1216045245528221,,0.24669,0.284613,0.69847,4.13959,1.54655,1.17011,5.0,285.29998779296875,17,NL,Hayden Wesneski,27581,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=14739&position=P"">Paul Blackburn</a>",OAK,Athletics,7,11,4.56317,24,24,0,0,,131.0,560,136,71,66,15,91,38,2,6,1.33231,6.28105,2.62546,2.39236,1.0543,0.162898,0.0680911,0.094807431101799,,0.263597,0.294783,0.674068,4.24922,1.52751,0.860079,8.0,607.760009765625,10,AL,Paul Blackburn,14739,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=2233&position=P"">Adam Wainwright</a>",STL,Cardinals,10,10,4.63844,25,25,0,0,,151.0,653,159,83,78,19,107,46,2,7,1.35809,6.36307,2.74045,2.32191,1.14187,0.163267,0.070316,0.0929512754082679,,0.264977,0.294918,0.681344,4.41036,1.51125,0.878875,12.0,394.3299865722656,28,NL,Adam Wainwright,2233,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=14120&position=P"">Lance McCullers Jr.</a>",HOU,Astros,7,5,3.9596,17,18,0,0,,103.0,444,94,49,45,10,99,44,1,6,1.33675,8.64501,3.85307,2.24366,0.864329,0.223274,0.0995133,0.12376119941473,,0.238347,0.294884,0.716071,3.90946,1.50196,1.36545,8.0,330.0599975585937,21,AL,Lance McCullers Jr.,14120,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=19911&position=P"">José Suarez</a>",LAA,Angels,8,10,4.65935,25,26,0,0,,134.0,579,138,75,69,19,116,43,1,7,1.35003,7.80534,2.89533,2.69584,1.2603,0.200423,0.0743454,0.1260777413845062,,0.259921,0.301217,0.686288,4.31091,1.4802,0.631895,8.0,374.0700073242188,1,AL,José Suarez,19911,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=18383&position=P"">Michael Soroka</a>",ATL,Braves,5,4,3.68733,12,33,0,1,,85.0,356,84,38,35,7,62,20,1,4,1.23081,6.58847,2.17165,3.03386,0.715471,0.174612,0.0575543,0.1170572116971015,,0.253663,0.294566,0.702216,3.55645,1.44286,1.17437,3.0,434.9700012207031,16,NL,Michael Soroka,18383,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=15038&position=P"">Germán Márquez</a>",COL,Rockies,9,14,5.19955,30,30,0,0,,183.0,812,207,114,106,27,151,63,2,7,1.47639,7.42876,3.10494,2.39256,1.30253,0.186481,0.0779422,0.108539193868637,,0.279942,0.321245,0.66891,4.49726,1.43311,-0.213235,11.0,448.9200134277344,19,NL,Germán Márquez,15038,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=15454&position=P"">Nick Pivetta</a>",BOS,Red Sox,10,12,4.95677,28,33,0,1,,164.0,717,166,97,90,25,150,65,1,7,1.41131,8.2569,3.57044,2.31257,1.3964,0.209247,0.0904824,0.1187643855810165,,0.257171,0.299183,0.685092,4.61237,1.42698,0.218992,12.0,410.3299865722656,3,AL,Nick Pivetta,15454,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=20167&position=P"">Kyle Muller</a>",OAK,Athletics,6,9,4.43977,22,23,0,0,,117.0,503,112,62,58,14,104,47,1,5,1.35918,8.01893,3.60719,2.22304,1.09047,0.206371,0.0928327,0.1135382577776908,,0.247323,0.292441,0.696098,4.23279,1.40046,0.898654,8.0,502.0700073242188,10,AL,Kyle Muller,20167,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=20369&position=P"">Matt Manning</a>",DET,Tigers,7,11,4.79996,25,25,0,0,,132.0,573,139,75,70,16,95,44,1,5,1.39395,6.50139,3.02627,2.14832,1.12161,0.165752,0.0771541,0.0885975360870361,,0.265689,0.297731,0.672878,4.41949,1.37642,0.523668,8.0,495.1700134277344,6,AL,Matt Manning,20369,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=sa3014983&position=P"">Brandon Pfaadt</a>",ARI,Diamondbacks,5,5,4.21469,14,17,0,0,,84.0,353,81,42,39,12,81,21,1,4,1.20587,8.65931,2.20692,3.92371,1.28847,0.228843,0.0583232,0.1705202609300613,,0.245527,0.291202,0.697367,3.92459,1.37542,0.875478,4.0,999.0,15,NL,Brandon Pfaadt,sa3014983,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=6893&position=P"">Johnny Cueto</a>",MIA,Marlins,8,11,4.84189,25,25,0,0,,148.0,642,162,86,80,20,96,40,2,8,1.36496,5.83139,2.42643,2.40328,1.21897,0.149191,0.062078,0.0871126912534236,,0.272412,0.296491,0.6692,4.54339,1.37157,0.407982,11.0,514.6500244140625,20,NL,Johnny Cueto,6893,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=21032&position=P"">Emmanuel Clase</a>",CLE,Guardians,3,1,2.48042,0,65,35,1,,65.0,256,52,19,18,3,63,14,1,2,1.01239,8.7677,1.89079,4.63706,0.410946,0.246087,0.0530698,0.1930177025496959,,0.216093,0.280974,0.750718,2.49543,1.3574,1.49076,0.0,28.040000915527344,5,AL,Emmanuel Clase,21032,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=17282&position=P"">Michael Kopech</a>",CHW,White Sox,8,11,4.583,26,29,0,1,,138.0,594,126,75,70,20,128,56,1,9,1.31783,8.35614,3.63926,2.29611,1.31,0.215152,0.0937028,0.1214494034647941,,0.237315,0.276708,0.691694,4.5463,1.33748,0.851577,8.0,281.8500061035156,4,AL,Michael Kopech,17282,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=20373&position=P"">Andrés Muñoz</a>",SEA,Mariners,3,2,2.54041,0,62,10,10,,62.0,248,40,19,17,4,85,23,1,3,1.02872,12.4494,3.37542,3.68826,0.64984,0.345287,0.093618,0.2516694292426109,,0.182663,0.273878,0.780432,2.56724,1.30912,1.32716,0.0,140.8699951171875,11,AL,Andrés Muñoz,20373,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=20000&position=P"">Tyler Wells</a>",BAL,Orioles,5,6,4.04821,14,35,0,1,,93.0,390,85,45,42,13,78,26,1,3,1.1992,7.50887,2.54785,2.94714,1.23061,0.199274,0.067616,0.1316581144928932,,0.23695,0.269196,0.708484,4.18301,1.30264,0.949321,4.0,558.4199829101562,2,AL,Tyler Wells,20000,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=22201&position=P"">MacKenzie Gore</a>",WSN,Nationals,7,11,4.6136,24,24,0,0,,128.0,558,124,71,65,17,115,55,1,6,1.39806,8.07106,3.851,2.09583,1.17857,0.205227,0.0979215,0.1073058396577835,,0.249237,0.292939,0.696239,4.45276,1.29315,0.678191,9.0,364.2699890136719,24,NL,MacKenzie Gore,22201,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=18655&position=P"">A.J. Minter</a>",ATL,Braves,3,2,3.00062,0,66,4,14,,63.0,257,49,23,21,5,79,21,1,2,1.10158,11.2733,2.94082,3.8334,0.684923,0.306561,0.079971,0.2265895158052444,,0.208308,0.29224,0.742902,2.6956,1.29027,0.95125,0.0,393.4700012207031,16,NL,A.J. Minter,18655,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=21318&position=P"">Tylor Megill</a>",NYM,Mets,5,5,3.85716,11,36,0,1,,82.0,344,75,38,35,10,86,25,1,3,1.20882,9.41043,2.71347,3.46805,1.11163,0.249699,0.0719999,0.1776992604136467,,0.235831,0.29266,0.719739,3.64719,1.27885,0.946748,3.0,402.3699951171875,25,NL,Tylor Megill,21318,,2023-04-04 22:27:18.126439
"<a href=""statss.aspx?playerid=15467&position=P"">Marco Gonzales</a>",SEA,Mariners,10,13,4.81792,30,30,0,0,,175.0,756,185,101,93,26,106,52,2,7,1.36085,5.453,2.69018,2.027,1.33831,0.139991,0.069063,0.0709278956055641,,0.26606,0.282145,0.677185,4.84387,1.25384,0.547701,12.0,513.030029296875,11,AL,Marco Gonzales,15467,,2023-04-04 22:27:18.126439
