"Name","Team","GS","G","IP","W","L","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Brad Boxberger","","0","65","65.0","4","4","0","0","56","32","10","77","32","1.36","10.72","4.48","4.44","4.53","","0.0","0.0","","575.1","10133"
"Steven Wilson","SDP","0","10","10.0","1","0","0","1","8","4","1","12","4","1.27","11.04","3.99","3.78","3.92","","0.0","0.0","","999.0","sa3006795"
"Cam Bedrosian","","0","35","35.0","1","2","0","1","34","18","5","33","15","1.42","8.39","3.95","4.69","4.71","","0.0","0.0","","999.0","13360"
"José Castillo","","0","6","6.0","0","0","0","1","5","2","1","8","3","1.20","11.62","3.79","3.39","3.53","","0.0","0.0","","999.0","17169"
"Patrick Ruotolo","SFG","0","27","27.0","1","2","0","1","25","12","4","28","10","1.30","9.26","3.50","4.10","4.14","","0.0","0.0","","999.0","sa856262"
"Carl Edwards Jr.","","0","15","15.0","1","1","0","1","13","8","2","16","7","1.39","9.70","4.45","4.55","4.46","","0.0","0.0","","999.0","13607"
"Sean Guenther","MIA","0","26","26.0","1","1","0","1","26","12","3","22","9","1.34","7.60","3.03","4.18","4.31","","0.0","0.0","","999.0","20045"
"Dauri Moreta","CIN","0","44","44.0","2","2","0","4","43","23","7","42","16","1.34","8.66","3.19","4.66","4.61","","0.0","0.0","","600.3","21101"
"Blake Cederlind","PIT","0","36","36.0","2","2","0","1","35","18","4","34","18","1.46","8.61","4.46","4.54","4.42","","0.0","0.0","","999.0","20344"
"Matt Swarmer","CHC","2","2","9.0","0","1","0","0","10","5","2","7","3","1.42","7.23","2.99","5.32","5.36","","0.0","0.0","","999.0","sa918458"
"Touki Toussaint","ATL","2","54","60.0","3","3","0","7","57","31","9","63","30","1.45","9.45","4.54","4.69","4.74","","0.0","0.0","","599.7","16929"
"Adam Kolarek","OAK","0","37","37.0","2","1","0","1","39","17","3","24","13","1.41","5.81","3.27","4.12","4.33","","0.0","0.0","","999.0","10843"
"Archie Bradley","","0","61","61.0","4","4","0","0","61","30","8","54","25","1.41","7.94","3.67","4.43","4.62","","0.0","0.0","","600.7","12918"
"Phoenix Sanders","TBR","0","11","11.0","1","1","0","1","10","5","1","11","4","1.26","9.33","3.26","3.80","3.95","","0.0","0.0","","999.0","sa3004098"
"Seth Martinez","HOU","0","14","14.0","1","1","0","1","13","7","2","14","6","1.34","9.00","3.57","4.36","4.44","","0.0","0.0","","999.0","21045"
"Nic Enright","CLE","0","28","28.0","2","2","0","1","26","13","4","29","11","1.32","9.41","3.52","4.33","4.35","","0.0","0.0","","999.0","sa3010299"
"Jalen Beeks","TBR","0","38","38.0","2","2","0","1","37","17","5","36","15","1.36","8.48","3.43","4.07","4.25","","0.0","0.0","","999.0","17192"
"Daniel Mengden","","2","2","9.0","0","1","0","0","11","6","2","6","3","1.52","5.64","3.31","5.44","5.36","","0.0","0.0","","999.0","16980"
"Gerardo Carrillo","WSN","2","14","20.0","1","1","0","1","21","11","3","16","10","1.56","7.28","4.66","5.16","5.21","","0.0","0.0","","999.0","sa3002790"
"Zach Pop","MIA","0","58","58.0","2","2","0","12","55","26","6","54","24","1.37","8.44","3.80","4.09","4.27","","0.0","0.0","","999.0","20185"
"Bryan Abreu","HOU","0","22","22.0","1","1","0","1","19","10","3","25","13","1.47","10.25","5.47","4.24","4.40","","0.0","0.0","","999.0","16609"
"Daniel Tillo","KCR","2","2","8.0","0","1","0","0","9","5","1","5","4","1.67","5.39","4.91","5.30","5.32","","0.0","0.0","","999.0","sa876284"
"Matt Foster","CHW","0","32","32.0","2","2","0","1","30","16","6","33","12","1.32","9.24","3.38","4.48","4.66","","0.0","0.0","","999.0","19647"
"Alexis Diaz","CIN","0","28","28.0","2","2","0","1","26","14","4","31","15","1.46","9.85","4.92","4.64","4.67","","0.0","0.0","","999.0","sa875576"
"Yoan López","PHI","0","14","14.0","1","1","0","1","14","7","2","13","6","1.38","8.43","3.57","4.55","4.60","","0.0","0.0","","999.0","17181"
"Víctor Arano","WSN","0","12","12.0","1","0","0","1","11","6","2","13","5","1.37","9.39","3.92","4.47","4.42","","0.0","0.0","","999.0","15915"
"Hunter Strickland","","0","58","58.0","3","3","0","0","56","30","10","57","23","1.36","8.79","3.60","4.65","4.73","","0.0","0.0","","599.9","7836"
"Greg Holland","","0","52","52.0","3","3","0","0","49","27","7","52","26","1.44","9.04","4.42","4.61","4.51","","0.0","0.0","","600.3","7196"
"Nick Wittgren","CLE","0","57","57.0","4","3","0","0","55","28","9","57","19","1.31","8.92","3.03","4.42","4.44","","0.0","0.0","","999.0","15594"
"Taylor Cole","","0","14","14.0","1","1","0","1","14","7","2","13","6","1.42","8.20","3.64","4.44","4.34","","0.0","0.0","","999.0","11964"
"Sergio Romo","","0","64","64.0","2","2","0","0","63","33","11","60","23","1.35","8.40","3.28","4.61","4.67","","0.0","0.0","","600.5","9817"
"Brian Howard","OAK","2","10","17.0","1","1","0","1","18","9","3","13","6","1.41","6.83","3.16","4.96","5.09","","0.0","0.0","","999.0","sa918377"
"Dellin Betances","","0","40","40.0","2","2","0","0","35","19","5","46","21","1.39","10.32","4.72","4.21","4.42","","0.0","0.0","","999.0","6216"
"Nick Vincent","","0","22","22.0","1","1","0","0","22","11","4","19","7","1.34","7.89","2.95","4.64","4.68","","0.0","0.0","","999.0","7555"
"Justin Anderson","TEX","0","36","36.0","1","1","0","1","31","18","4","41","21","1.47","10.22","5.37","4.43","4.45","","0.0","0.0","","999.0","16201"
"Janson Junk","LAA","3","3","17.0","1","1","0","0","18","10","3","13","7","1.52","6.79","3.68","5.49","5.50","","0.0","0.0","","999.0","23301"
"Evan Phillips","LAD","0","40","40.0","2","2","0","1","37","19","6","45","19","1.39","10.09","4.21","4.31","4.47","","0.0","0.0","","999.0","17734"
"Drew Smith","NYM","0","60","60.0","3","3","0","12","56","29","10","60","24","1.33","9.07","3.53","4.42","4.62","","0.0","-0.1","","999.0","17755"
"Enyel De Los Santos","CLE","0","8","8.0","0","0","0","1","8","4","1","9","3","1.35","9.81","3.69","4.43","4.46","","0.0","0.0","","999.0","18403"
"Bennett Sousa","CHW","0","8","8.0","0","0","0","1","8","4","1","8","3","1.33","8.97","3.45","4.34","4.46","","0.0","0.0","","999.0","sa913181"
"Sam Clay","WSN","0","35","35.0","2","2","0","1","36","18","4","28","17","1.52","7.24","4.38","4.52","4.53","","0.0","0.0","","999.0","16279"
"Trent Thornton","TOR","0","32","32.0","2","1","0","1","32","16","5","31","11","1.35","8.69","3.17","4.59","4.59","","0.0","0.0","","999.0","17948"
"J.P. Feyereisen","TBR","0","58","58.0","4","4","1","11","50","28","8","63","30","1.38","9.73","4.69","4.30","4.49","","0.0","0.0","","597.2","16610"
"Edwin Uceta","ARI","0","4","4.0","0","0","0","1","4","2","1","4","2","1.39","9.37","4.03","4.52","4.39","","0.0","0.0","","999.0","20539"
"Ben Bowden","COL","0","34","34.0","2","2","0","1","34","20","6","38","18","1.54","10.05","4.86","5.24","5.00","","0.0","0.0","","999.0","20198"
"Penn Murfee","SEA","0","8","8.0","0","0","0","1","8","4","1","8","3","1.34","8.76","3.44","4.25","4.34","","0.0","0.0","","999.0","sa3006775"
"Garrett Cleavinger","LAD","0","20","20.0","1","1","0","1","17","9","3","24","12","1.42","10.91","5.30","4.26","4.43","","0.0","0.0","","999.0","17897"
"Shane Greene","","0","42","42.0","2","2","0","0","41","21","7","40","16","1.35","8.47","3.34","4.61","4.76","","0.0","0.0","","999.0","10756"
"Yohan Ramirez","SEA","0","28","28.0","1","2","0","1","23","14","4","34","18","1.47","10.92","5.90","4.38","4.65","","0.0","0.0","","599.8","19444"
"Eric Orze","NYM","0","10","10.0","1","1","0","1","9","5","1","10","4","1.33","8.87","3.50","4.19","4.38","","0.0","0.0","","999.0","sa3014793"
"Peter Solomon","HOU","0","11","11.0","1","0","0","1","10","5","2","11","5","1.37","8.82","3.76","4.46","4.58","","0.0","0.0","","999.0","20476"
"Brooks Wilson","ATL","0","12","12.0","1","1","0","1","12","6","2","12","5","1.38","9.00","3.68","4.49","4.46","","0.0","0.0","","999.0","sa3006966"
"Mike Baumann","BAL","2","44","50.0","2","3","0","1","52","28","8","41","24","1.51","7.47","4.28","5.14","5.17","","0.0","-0.1","","999.0","20206"
"Alberto Baldonado","WSN","0","13","13.0","1","1","0","1","13","7","2","13","6","1.44","9.11","4.19","4.77","4.84","","0.0","0.0","","999.0","11812"
"Yennier Cano","MIN","0","34","34.0","2","2","0","1","33","17","4","32","18","1.49","8.59","4.68","4.60","4.58","","0.0","0.0","","999.0","sa3011688"
"Ian Krol","DET","0","32","32.0","1","1","0","0","31","15","4","31","14","1.40","8.65","4.04","4.32","4.47","","0.0","0.0","","999.0","10066"
"Tyler Zuber","KCR","0","35","35.0","2","2","0","1","33","19","5","36","19","1.47","9.33","4.86","4.76","4.76","","0.0","0.0","","999.0","20379"
"Luis Frías","ARI","0","16","16.0","1","1","0","1","15","8","2","15","7","1.39","8.58","3.88","4.43","4.39","","0.0","0.0","","999.0","21997"
"Luis Avilán","WSN","0","26","26.0","1","1","0","1","26","14","4","24","12","1.45","8.17","4.06","4.82","4.87","","0.0","0.0","","999.0","2882"
"Keynan Middleton","","0","22","22.0","1","1","0","1","21","11","3","22","11","1.43","9.04","4.41","4.66","4.49","","0.0","0.0","","999.0","15264"
"Stephen Ridings","NYY","0","20","20.0","1","1","0","1","18","10","3","22","10","1.43","10.02","4.62","4.62","4.56","","0.0","0.0","","999.0","22358"
"Deivi García","NYY","2","2","8.0","0","1","0","0","8","5","2","7","5","1.60","8.07","5.10","5.67","5.80","","0.0","0.0","","597.0","20276"
"Anthony Castro","TOR","0","40","40.0","2","2","0","3","37","21","6","42","21","1.46","9.51","4.75","4.68","4.74","","0.0","0.0","","999.0","19789"
"Michel Baez","SDP","0","4","4.0","0","0","0","1","4","2","1","4","2","1.42","9.20","4.56","4.24","4.47","","0.0","0.0","","999.0","20100"
"Konnor Pilkington","CLE","0","25","25.0","2","2","0","1","24","12","4","25","11","1.39","8.94","3.95","4.38","4.51","","0.0","0.0","","999.0","sa3008371"
"Jhonathan Diaz","LAA","0","30","30.0","2","2","0","1","30","15","4","26","12","1.41","7.80","3.59","4.53","4.60","","0.0","0.0","","999.0","20298"
"Nick Robertson","LAD","0","4","4.0","0","0","0","1","4","2","1","3","1","1.36","7.80","3.17","4.48","4.55","","0.0","0.0","","999.0","sa3011248"
"Logan Gillaspie","BAL","0","12","12.0","1","1","0","1","13","6","2","9","4","1.41","7.09","3.22","4.77","4.89","","0.0","0.0","","999.0","sa3008386"
"Tayler Saucedo","TOR","0","15","15.0","1","1","0","1","15","8","2","13","6","1.41","7.75","3.66","4.54","4.68","","0.0","0.0","","999.0","17888"
"Richard Rodríguez","","0","65","65.0","4","4","0","0","64","33","12","60","18","1.27","8.26","2.53","4.60","4.76","","0.0","0.0","","534.8","13549"
"Bryan Baker","BAL","0","22","22.0","1","2","0","1","21","12","4","23","13","1.53","9.34","5.24","5.04","5.11","","0.0","0.0","","999.0","19804"
"Jonathan Hernández","TEX","0","38","38.0","2","3","0","1","37","19","5","37","17","1.43","8.72","4.02","4.59","4.54","","0.0","0.0","","999.0","17464"
"Cooper Criswell","LAA","0","4","4.0","0","0","0","1","4","2","1","3","1","1.34","7.21","2.32","4.73","4.68","","0.0","0.0","","999.0","24975"
"Kodi Whitley","STL","0","46","46.0","2","2","0","6","42","22","7","46","20","1.34","8.97","3.85","4.26","4.43","","0.0","0.0","","999.0","19731"
"Rio Gomez","BOS","0","8","8.0","0","0","0","1","8","4","1","7","3","1.44","7.96","3.81","4.67","4.59","","0.0","0.0","","999.0","sa3004676"
"Daniel Castano","MIA","0","4","4.0","0","0","0","1","4","2","1","3","1","1.37","6.16","2.74","4.48","4.65","","0.0","0.0","","999.0","19805"
"Marcos Diplán","BAL","0","8","8.0","0","1","0","1","8","4","1","8","4","1.49","8.77","4.77","4.90","5.05","","0.0","0.0","","999.0","17583"
"Jake Bird","COL","0","12","12.0","1","1","0","1","13","7","1","9","6","1.61","6.94","4.52","5.16","4.90","","0.0","0.0","","999.0","sa3008097"
"Angel Rondón","STL","0","12","12.0","1","1","0","1","12","6","2","10","4","1.35","7.19","3.02","4.48","4.72","","0.0","0.0","","999.0","22036"
"Matt Bowman","NYY","0","12","12.0","0","1","0","1","12","6","2","11","6","1.48","7.90","4.42","4.63","4.74","","0.0","0.0","","999.0","13528"
"Shaun Anderson","TOR","0","6","6.0","0","0","0","1","6","3","1","5","2","1.44","7.93","3.62","4.89","4.90","","0.0","0.0","","999.0","19453"
"Angel De Jesus","DET","0","32","32.0","2","2","0","1","30","16","4","31","17","1.49","8.65","4.84","4.62","4.64","","0.0","0.0","","999.0","sa921876"
"Nabil Crismatt","SDP","0","33","33.0","1","1","0","1","33","16","5","30","11","1.32","8.21","2.92","4.35","4.49","","0.0","0.0","","999.0","17732"
"Roenis Elías","SEA","0","6","6.0","0","0","0","1","6","3","1","5","2","1.35","8.13","3.42","4.36","4.64","","0.0","0.0","","999.0","12673"
"Oliver Ortega","LAA","0","14","14.0","1","1","0","1","14","7","2","13","7","1.47","8.47","4.45","4.63","4.75","","0.0","0.0","","999.0","21025"
"Cayne Ueckert","CHC","0","6","6.0","0","0","0","1","6","3","1","6","3","1.51","8.26","4.83","4.81","4.79","","0.0","0.0","","999.0","sa3010789"
"Geoff Hartlieb","BOS","0","12","12.0","1","1","0","1","12","7","1","11","7","1.57","8.36","5.07","4.97","4.64","","0.0","0.0","","999.0","19558"
"Allan Winans","ATL","0","4","4.0","0","0","0","1","4","2","1","3","2","1.47","7.50","4.09","4.63","4.73","","0.0","0.0","","999.0","sa3007580"
"Ricardo Pinto","","0","4","4.0","0","0","0","1","4","2","1","3","2","1.47","6.59","3.56","4.89","4.90","","0.0","0.0","","999.0","16318"
"Zach Jackson","OAK","0","4","4.0","0","0","0","1","4","2","1","4","2","1.48","8.46","4.82","4.58","4.73","","0.0","0.0","","999.0","sa874174"
"Andre Scrubb","HOU","0","4","4.0","0","0","0","1","4","2","1","4","3","1.57","9.01","5.78","4.92","5.05","","0.0","0.0","","999.0","20329"
"Jonathan Holder","CHC","0","28","28.0","2","2","0","1","28","15","4","25","11","1.38","7.90","3.39","4.79","4.65","","0.0","0.0","","999.0","16588"
"Junior Fernández","STL","0","42","42.0","2","2","0","4","38","19","5","41","21","1.41","8.68","4.51","4.16","4.37","","0.0","0.0","","999.0","18496"
"Kyle Dohy","","0","6","6.0","0","0","0","1","5","3","1","7","4","1.55","10.00","6.09","4.70","4.85","","0.0","0.0","","999.0","20334"
"Arodys Vizcaíno","","0","14","14.0","1","1","0","1","13","7","2","15","7","1.41","9.35","4.21","4.48","4.67","","0.0","0.0","","999.0","5498"
"Tyler Johnson","CHW","0","12","12.0","1","1","0","1","11","6","2","12","6","1.49","8.83","4.85","4.66","4.86","","0.0","0.0","","999.0","sa915688"
"Elvis Peguero","LAA","0","6","6.0","0","0","0","1","6","3","1","5","3","1.47","7.60","3.89","4.78","4.83","","0.0","0.0","","999.0","21652"
"Logan Verrett","","0","6","6.0","0","0","0","1","7","3","1","4","1","1.31","6.19","1.60","4.92","4.95","","0.0","0.0","","999.0","12905"
"Jose Marte","LAA","0","8","8.0","0","1","0","1","8","4","1","8","5","1.57","8.93","5.54","5.00","5.07","","0.0","0.0","","999.0","21761"
"Trevor Stephan","CLE","0","62","62.0","3","3","0","12","57","32","11","70","28","1.37","10.19","4.03","4.62","4.61","","0.0","0.0","","999.0","19932"
"Cody Poteet","MIA","0","8","8.0","0","1","0","1","8","4","1","7","3","1.38","7.89","3.47","4.82","4.82","","0.0","0.0","","999.0","18769"
"Johan Quezada","STL","0","4","4.0","0","0","0","1","4","2","0","3","2","1.52","7.26","4.59","4.76","4.86","","0.0","0.0","","999.0","20643"
"Alex Claudio","NYM","0","28","28.0","1","1","0","1","29","13","3","22","10","1.39","6.96","3.31","4.21","4.41","","0.0","0.0","","999.0","12890"
"Eduard Bazardo","BOS","0","16","16.0","1","1","0","1","16","9","3","14","6","1.43","8.15","3.62","4.85","4.83","","0.0","0.0","","999.0","20997"
"Joey Gerber","SEA","0","12","12.0","1","1","0","1","11","6","2","12","6","1.41","8.81","4.20","4.41","4.62","","0.0","0.0","","999.0","24591"
"Thomas Burrows","ATL","0","6","6.0","0","0","0","1","5","3","1","7","3","1.49","9.98","5.23","4.66","4.81","","0.0","0.0","","999.0","sa874215"
"Logan Shore","DET","3","3","16.0","1","1","0","0","18","10","3","11","7","1.53","6.10","3.68","5.65","5.59","","0.0","0.0","","999.0","sa738442"
"Cole Uvila","BAL","0","6","6.0","0","0","0","1","6","3","1","5","3","1.57","8.12","5.24","5.13","5.23","","0.0","0.0","","999.0","sa3006804"
"Zach Muckenhirn","CHW","0","6","6.0","0","0","0","1","6","3","1","6","3","1.53","8.29","4.97","4.83","5.04","","0.0","0.0","","999.0","sa915809"
"Jordan Yamamoto","NYM","5","25","44.0","2","3","0","1","45","26","8","38","18","1.43","7.76","3.76","5.22","5.32","","0.0","-0.1","","999.0","17585"
"Brad Peacock","","0","4","4.0","0","0","0","1","4","2","1","4","2","1.42","8.33","3.56","5.12","4.94","","0.0","0.0","","999.0","5401"
"Devin Sweet","SEA","0","10","10.0","1","1","0","1","10","5","2","9","3","1.33","8.39","3.01","4.55","4.69","","0.0","0.0","","999.0","sa3008340"
"Enoli Paredes","HOU","0","10","10.0","1","1","0","1","9","5","1","11","6","1.50","10.20","5.66","4.66","4.81","","0.0","0.0","","999.0","20447"
"John Parke","CHW","0","4","4.0","0","0","0","1","5","2","1","3","1","1.48","5.69","3.16","5.11","5.28","","0.0","0.0","","999.0","sa3003988"
"Jake Faria","","0","18","18.0","1","1","0","1","18","10","3","18","8","1.44","8.82","3.98","4.86","4.76","","0.0","0.0","","999.0","13699"
"Anderson Espinoza","CHC","0","10","10.0","0","0","0","1","10","5","1","9","5","1.48","8.54","4.43","4.84","4.83","","0.0","0.0","","999.0","sa872856"
"Jake Walsh","STL","0","18","18.0","1","1","0","1","17","9","3","17","8","1.37","8.60","3.78","4.48","4.58","","0.0","0.0","","999.0","sa3004457"
"Michael Byrne","CIN","0","8","8.0","1","1","0","1","9","5","1","6","4","1.52","6.66","3.95","5.12","5.09","","0.0","0.0","","999.0","sa3008227"
"Rafael Dolis","","0","60","60.0","4","4","0","0","54","30","8","64","34","1.47","9.57","5.07","4.55","4.68","","0.0","0.0","","999.0","4185"
"Ryan Hendrix","CIN","0","38","38.0","3","2","0","1","36","20","6","41","20","1.49","9.78","4.81","4.84","4.76","","0.0","0.0","","999.0","19535"
"T.J. Zeuch","STL","2","32","39.0","2","2","0","1","42","20","6","27","14","1.41","6.19","3.14","4.68","4.84","","0.0","0.0","","999.0","19269"
"Aaron Fletcher","SEA","0","15","15.0","1","1","0","1","15","7","2","12","6","1.40","7.36","3.41","4.37","4.56","","0.0","0.0","","999.0","22052"
"Blake Weiman","PIT","0","26","26.0","1","2","0","1","26","13","4","23","10","1.39","7.88","3.44","4.65","4.67","","0.0","0.0","","999.0","sa3004211"
"Calvin Faucher","TBR","0","10","10.0","0","0","0","1","9","5","1","10","5","1.49","8.72","4.88","4.46","4.63","","0.0","0.0","","999.0","sa3004013"
"Justin Wilson","CIN","0","58","58.0","3","3","1","11","56","31","9","58","29","1.46","8.98","4.43","4.82","4.89","","0.0","0.0","","999.0","4301"
"Kyle Crick","","0","18","18.0","1","1","0","1","17","10","2","18","10","1.49","8.95","5.13","4.86","4.94","","0.0","0.0","","999.0","13182"
"Jandel Gustave","MIL","0","48","48.0","2","2","0","6","47","24","7","43","18","1.36","8.12","3.46","4.56","4.58","","0.0","0.0","","999.0","14665"
"Damon Jones","PHI","0","20","20.0","1","1","0","1","18","10","2","21","13","1.54","9.42","5.82","4.56","4.75","","0.0","0.0","","999.0","23310"
"Nick Mikolajchak","CLE","0","42","42.0","3","3","0","4","40","21","7","44","15","1.31","9.40","3.28","4.45","4.53","","0.0","0.0","","999.0","sa3010303"
"Ronald Bolaños","KCR","0","22","22.0","1","1","0","1","22","12","3","19","11","1.53","7.93","4.70","4.87","4.82","","0.0","0.0","","999.0","20041"
"Forrest Whitley","HOU","3","3","16.0","1","1","0","0","15","9","3","17","10","1.60","9.66","5.77","5.43","5.56","","0.0","0.0","","999.0","sa917930"
"Tyler Ivey","HOU","0","8","8.0","0","0","0","1","8","4","1","8","4","1.42","8.57","3.99","4.77","4.86","","0.0","0.0","","999.0","20237"
"Kyle Ryan","","0","8","8.0","0","0","0","1","8","4","1","6","3","1.45","7.06","3.90","4.47","4.76","","0.0","0.0","","999.0","11753"
"Thomas Szapucki","NYM","2","2","8.0","0","0","0","0","8","5","1","7","4","1.54","7.88","4.74","5.28","5.39","","0.0","0.0","","999.0","21065"
"Jhon Romero","WSN","0","32","32.0","2","2","0","1","33","17","5","27","11","1.38","7.71","3.21","4.71","4.69","","0.0","0.0","","999.0","19940"
"JoJo Romero","PHI","0","9","9.0","0","1","0","1","9","5","1","8","4","1.45","7.95","3.84","4.90","5.00","","0.0","0.0","","999.0","19574"
"Ryne Harper","","0","37","37.0","2","2","0","0","38","20","6","32","12","1.36","7.84","3.01","4.79","4.76","","0.0","0.0","","999.0","12680"
"Kent Emanuel","PHI","0","38","38.0","2","2","0","1","40","20","6","30","12","1.36","7.22","2.77","4.62","4.82","","0.0","0.0","","999.0","15849"
"Brandon Bielak","HOU","0","32","32.0","2","2","0","1","31","16","5","31","13","1.38","8.73","3.74","4.48","4.57","","0.0","0.0","","999.0","19866"
"Gray Fenter","SFG","0","4","4.0","0","0","0","1","4","2","1","4","2","1.60","7.93","5.43","5.29","5.27","","0.0","0.0","","999.0","sa875233"
"Julian Fernández","COL","0","28","28.0","1","2","0","1","30","17","5","26","13","1.52","8.22","4.14","5.37","5.12","","0.0","0.0","","598.7","18341"
"Zack Burdi","ARI","0","24","24.0","1","1","0","1","23","13","4","25","12","1.48","9.37","4.67","4.87","4.88","","0.0","0.0","","999.0","19159"
"Antonio Santos","NYM","0","14","14.0","1","1","0","1","14","7","2","11","5","1.42","7.13","3.46","4.79","4.91","","0.0","0.0","","999.0","20383"
"Hunter Harvey","SFG","0","47","47.0","3","3","0","4","47","24","6","41","16","1.36","7.84","3.14","4.50","4.43","","0.0","0.0","","999.0","15507"
"Kyle Nelson","ARI","0","10","10.0","0","1","0","1","10","5","1","10","5","1.50","8.73","4.85","4.73","4.84","","0.0","0.0","","999.0","20515"
"Drew Carlton","DET","0","8","8.0","0","0","0","1","9","4","1","6","3","1.41","6.69","3.05","5.01","5.05","","0.0","0.0","","999.0","19868"
"Juan Minaya","","0","40","40.0","2","2","0","0","38","20","6","40","19","1.42","9.09","4.29","4.53","4.65","","0.0","0.0","","999.0","10341"
"Brent Honeywell Jr.","OAK","3","51","65.0","3","4","0","6","68","34","10","50","22","1.39","6.96","3.02","4.76","4.87","","0.0","0.1","","597.0","16466"
"Héctor Santiago","","0","20","20.0","1","1","0","0","19","11","4","20","9","1.40","9.05","3.93","4.73","4.92","","0.0","0.0","","999.0","4026"
"Mychal Givens","","0","66","66.0","4","4","0","0","57","34","11","79","32","1.36","10.71","4.39","4.60","4.61","","0.0","0.0","","594.1","10430"
"Matthew Festa","SEA","0","18","18.0","1","1","0","1","18","9","3","17","7","1.38","8.47","3.67","4.55","4.73","","0.0","0.0","","999.0","19330"
"Trevor Gott","MIL","0","54","54.0","3","3","0","9","51","28","9","56","23","1.37","9.38","3.84","4.64","4.63","","0.0","-0.1","","597.3","15046"
"Brett de Geus","ARI","0","8","8.0","0","0","0","1","9","4","1","6","4","1.54","6.99","4.21","4.91","5.00","","0.0","0.0","","999.0","23592"
"Tyler Beede","SFG","13","21","72.0","4","5","0","1","73","41","11","65","40","1.57","8.19","5.02","5.18","5.13","","0.0","0.0","","513.6","16981"
"Mason Thompson","WSN","0","48","48.0","3","4","0","7","50","26","7","41","24","1.55","7.77","4.54","4.94","4.98","","0.0","-0.1","","999.0","21850"
"Daniel Gossett","","0","8","8.0","0","1","0","1","9","5","1","6","3","1.55","6.72","3.89","5.36","5.21","","0.0","0.0","","999.0","16164"
"Rex Brothers","MIL","0","18","18.0","1","1","0","1","14","10","3","24","12","1.48","12.05","6.11","4.75","4.79","","0.0","0.0","","999.0","9794"
"Argenis Angulo","MIN","0","10","10.0","0","1","0","1","10","6","2","10","6","1.57","8.72","5.27","5.18","5.12","","0.0","0.0","","999.0","sa829470"
"Jared Solomon","CIN","0","4","4.0","0","0","0","1","4","3","1","3","3","1.76","7.04","5.99","6.19","6.23","","0.0","0.0","","999.0","sa3004589"
"Nick Tropeano","","0","18","18.0","1","1","0","1","18","10","3","16","7","1.42","7.94","3.55","4.93","5.05","","0.0","0.0","","999.0","12385"
"Parker Dunshee","OAK","0","10","10.0","0","1","0","1","10","5","2","9","4","1.38","7.69","3.27","4.89","5.04","","0.0","0.0","","999.0","sa873274"
"Alex Lange","DET","0","58","58.0","3","4","0","11","56","30","7","55","30","1.49","8.56","4.70","4.66","4.60","","0.0","0.0","","999.0","19883"
"Wandisson Charles","OAK","0","18","18.0","1","1","0","1","16","9","3","21","11","1.50","10.27","5.74","4.61","4.78","","0.0","0.0","","999.0","sa874818"
"Ray Kerr","SDP","0","18","18.0","1","1","0","1","18","9","2","17","10","1.53","8.28","4.93","4.71","4.86","","0.0","0.0","","999.0","sa3005362"
"Sam Selman","LAA","0","35","35.0","1","2","0","1","32","19","6","36","18","1.44","9.21","4.70","4.83","5.02","","0.0","0.0","","999.0","13397"
"Ryan Mason","MIN","0","32","32.0","2","2","0","1","33","17","5","29","14","1.47","8.03","4.07","4.84","4.79","","0.0","0.0","","999.0","sa856254"
"Michael Rucker","CHC","0","52","52.0","2","2","0","12","52","27","8","50","19","1.37","8.67","3.29","4.60","4.53","","0.0","-0.1","","999.0","19454"
"Cole Gordon","NYM","0","8","8.0","0","0","0","1","8","5","1","7","4","1.48","8.41","4.53","5.09","5.24","","0.0","0.0","","999.0","sa3011216"
"Brad Brach","","0","46","46.0","2","2","0","0","44","24","7","48","25","1.50","9.34","4.90","4.77","4.73","","0.0","0.0","","999.0","6627"
"Jacques Pucheu","CIN","0","12","12.0","1","1","0","1","12","7","2","10","6","1.54","7.86","4.59","5.34","5.36","","0.0","0.0","","999.0","sa3010631"
"Jace Vines","KCR","0","33","33.0","2","2","0","1","35","18","4","25","15","1.52","6.75","4.13","4.86","4.76","","0.0","0.0","","999.0","sa917985"
"Fernando Abad","","0","34","34.0","2","2","0","0","36","18","6","27","10","1.35","7.25","2.57","4.74","4.68","","0.0","0.0","","999.0","4994"
"Blake Taylor","HOU","0","58","58.0","3","4","0","11","55","30","8","55","31","1.48","8.47","4.87","4.58","4.78","","0.0","-0.1","","999.0","16418"
"Daniel Duarte","CIN","0","24","24.0","2","2","0","1","25","14","4","21","12","1.51","8.06","4.36","5.21","5.10","","0.0","-0.1","","999.0","sa877364"
"Robert Gsellman","","0","37","37.0","2","2","0","0","39","19","5","29","14","1.41","7.02","3.29","4.65","4.79","","0.0","0.0","","999.0","13696"
"Jake Reed","NYM","0","47","47.0","2","2","0","6","46","23","7","46","19","1.38","8.72","3.71","4.49","4.60","","0.0","-0.1","","999.0","16209"
"Daniel Ponce de Leon","","0","18","18.0","1","1","0","1","17","10","3","19","10","1.47","9.36","4.88","4.95","5.17","","0.0","0.0","","600.7","16110"
"Ross Detwiler","","0","47","47.0","2","2","0","0","47","24","8","43","17","1.36","8.21","3.28","4.60","4.77","","0.0","0.0","","999.0","2859"
"JD Hammer","PHI","0","20","20.0","1","1","0","1","21","13","4","19","10","1.58","8.53","4.66","5.67","5.43","","0.0","0.0","","999.0","19548"
